schema_version,test_name,seed,attempt_id,event_id,label,source,stop_model,accepted,rejected,reject_reason,start_time_ps,stop_time_ps,true_dt_ps,start_phase_sys_ps,start_phase_ref_ps,ref_phase_offset_ps,max_hits,out_mode,bp_mode,start_only,expect_packet
1,multi_conv_rearm_stress,20013,0,0,stress_conv_0,0,qualified_ref,1,0,none,359375,375095,15720,3125,9470,95,15,0,always_ready,0,1
1,multi_conv_rearm_stress,20013,1,1,stress_conv_1,0,qualified_ref,1,0,none,559375,575095,15720,3125,9470,95,15,0,always_ready,0,1
1,multi_conv_rearm_stress,20013,2,2,stress_conv_2,0,qualified_ref,1,0,none,759375,775095,15720,3125,9470,95,15,0,always_ready,0,1
1,multi_conv_rearm_stress,20013,3,3,stress_conv_3,0,qualified_ref,1,0,none,959375,975095,15720,3125,9470,95,15,0,always_ready,0,1
1,multi_conv_rearm_stress,20013,4,4,stress_conv_4,0,qualified_ref,1,0,none,1159375,1175095,15720,3125,9470,95,15,0,always_ready,0,1
1,multi_conv_rearm_stress,20013,5,5,stress_conv_5,0,qualified_ref,1,0,none,1359375,1375095,15720,3125,9470,95,15,0,always_ready,0,1
1,multi_conv_rearm_stress,20013,6,6,stress_conv_6,0,qualified_ref,1,0,none,1559375,1575095,15720,3125,9470,95,15,0,always_ready,0,1
1,multi_conv_rearm_stress,20013,7,7,stress_conv_7,0,qualified_ref,1,0,none,1759375,1775095,15720,3125,9470,95,15,0,always_ready,0,1
1,multi_conv_rearm_stress,20013,8,8,rearm_conv_0,0,qualified_ref,1,0,none,4884375,4900095,15720,3125,9470,95,1,0,always_ready,0,1
1,multi_conv_rearm_stress,20013,9,9,rearm_conv_1,0,qualified_ref,1,0,none,5159375,5175095,15720,3125,9470,95,1,0,always_ready,0,1
1,multi_conv_rearm_stress,20013,10,10,rearm_conv_2,0,qualified_ref,1,0,none,5434375,5450095,15720,3125,9470,95,1,0,always_ready,0,1
1,multi_conv_rearm_stress,20013,11,11,rearm_conv_3,0,qualified_ref,1,0,none,5709375,5725095,15720,3125,9470,95,1,0,always_ready,0,1
