schema_version,test_name,seed,attempt_id,event_id,label,source,stop_model,accepted,rejected,reject_reason,start_time_ps,stop_time_ps,true_dt_ps,start_phase_sys_ps,start_phase_ref_ps,ref_phase_offset_ps,max_hits,out_mode,bp_mode,start_only,expect_packet
1,multi_conv_rearm_stress,7003,0,0,stress_conv_0,0,qualified_ref,1,0,none,359375,379921,20546,3125,14296,4921,15,0,always_ready,0,1
1,multi_conv_rearm_stress,7003,1,1,stress_conv_1,0,qualified_ref,1,0,none,565625,579921,14296,3125,20546,4921,15,0,always_ready,0,1
1,multi_conv_rearm_stress,7003,2,2,stress_conv_2,0,qualified_ref,1,0,none,765625,779921,14296,3125,20546,4921,15,0,always_ready,0,1
1,multi_conv_rearm_stress,7003,3,3,stress_conv_3,0,qualified_ref,1,0,none,965625,979921,14296,3125,20546,4921,15,0,always_ready,0,1
1,multi_conv_rearm_stress,7003,4,4,stress_conv_4,0,qualified_ref,1,0,none,1165625,1179921,14296,3125,20546,4921,15,0,always_ready,0,1
1,multi_conv_rearm_stress,7003,5,5,stress_conv_5,0,qualified_ref,1,0,none,1365625,1379921,14296,3125,20546,4921,15,0,always_ready,0,1
1,multi_conv_rearm_stress,7003,6,6,stress_conv_6,0,qualified_ref,1,0,none,1565625,1579921,14296,3125,20546,4921,15,0,always_ready,0,1
1,multi_conv_rearm_stress,7003,7,7,stress_conv_7,0,qualified_ref,1,0,none,1765625,1779921,14296,3125,20546,4921,15,0,always_ready,0,1
1,multi_conv_rearm_stress,7003,8,8,rearm_conv_0,0,qualified_ref,1,0,none,4890625,4904921,14296,3125,20546,4921,1,0,always_ready,0,1
1,multi_conv_rearm_stress,7003,9,9,rearm_conv_1,0,qualified_ref,1,0,none,5165625,5179921,14296,3125,20546,4921,1,0,always_ready,0,1
1,multi_conv_rearm_stress,7003,10,10,rearm_conv_2,0,qualified_ref,1,0,none,5440625,5454921,14296,3125,20546,4921,1,0,always_ready,0,1
1,multi_conv_rearm_stress,7003,11,11,rearm_conv_3,0,qualified_ref,1,0,none,5715625,5729921,14296,3125,20546,4921,1,0,always_ready,0,1
