macro,pin_name,signal,side,x_um,y_um,layer,width_um,height_um,direction,max_cap_fF,max_slew_ps,notes
fast,fast_phase[0],phase0,top,,,,output,,,PROVISIONAL - NOT ANALOG VERIFIED
fast,fast_phase[1],phase1,top,,,,output,,,PROVISIONAL - NOT ANALOG VERIFIED
fast,fast_phase[2],phase2,top,,,,output,,,PROVISIONAL - NOT ANALOG VERIFIED
fast,fast_phase[3],phase3,top,,,,output,,,PROVISIONAL - NOT ANALOG VERIFIED
fast,fast_phase[4],phase4,top,,,,output,,,PROVISIONAL - NOT ANALOG VERIFIED
fast,fast_phase[5],phase5,top,,,,output,,,PROVISIONAL - NOT ANALOG VERIFIED
fast,fast_phase[6],phase6,top,,,,output,,,PROVISIONAL - NOT ANALOG VERIFIED
fast,fast_phase[7],phase7,top,,,,output,,,PROVISIONAL - NOT ANALOG VERIFIED
fast,stop_i,enable,left,,,,input,,,PROVISIONAL - NOT ANALOG VERIFIED
fast,rst_n,reset,left,,,,input,,,PROVISIONAL - NOT ANALOG VERIFIED
fast,test_i,test,left,,,,input,,,PROVISIONAL - NOT ANALOG VERIFIED
fast,ctrl_i[0],tune0,bottom,,,,input,,,PROVISIONAL - NOT ANALOG VERIFIED
fast,ctrl_i[1],tune1,bottom,,,,input,,,PROVISIONAL - NOT ANALOG VERIFIED
fast,ctrl_i[2],tune2,bottom,,,,input,,,PROVISIONAL - NOT ANALOG VERIFIED
fast,ctrl_i[3],tune3,bottom,,,,input,,,PROVISIONAL - NOT ANALOG VERIFIED
fast,ctrl_i[4],tune4,bottom,,,,input,,,PROVISIONAL - NOT ANALOG VERIFIED
fast,ctrl_i[5],tune5,bottom,,,,input,,,PROVISIONAL - NOT ANALOG VERIFIED
fast,ctrl_i[6],tune6,bottom,,,,input,,,PROVISIONAL - NOT ANALOG VERIFIED
fast,ctrl_i[7],tune7,bottom,,,,input,,,PROVISIONAL - NOT ANALOG VERIFIED
fast,VDDA,power,top,,,,inout,,,PROVISIONAL - NOT ANALOG VERIFIED
fast,VSSA,ground,bottom,,,,inout,,,PROVISIONAL - NOT ANALOG VERIFIED
