schema_version,test_name,seed,attempt_id,event_id,label,source,stop_model,accepted,rejected,reject_reason,start_time_ps,stop_time_ps,true_dt_ps,start_phase_sys_ps,start_phase_ref_ps,ref_phase_offset_ps,max_hits,out_mode,bp_mode,start_only,expect_packet
1,coverage_exhaustive,20017,0,0,conv_0,0,qualified_ref,1,0,none,309375,325067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,1,1,conv_1,0,qualified_ref,1,0,none,1334375,1350067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,2,2,conv_2,0,qualified_ref,1,0,none,2359375,2375067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,3,3,conv_3,0,qualified_ref,1,0,none,3384375,3400067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,4,4,conv_4,0,qualified_ref,1,0,none,4409375,4425067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,5,5,conv_5,0,qualified_ref,1,0,none,9534375,9550067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,6,6,conv_6,0,qualified_ref,1,0,none,10559375,10575067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,7,7,conv_7,0,qualified_ref,1,0,none,11584375,11600067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,8,8,conv_8,0,qualified_ref,1,0,none,12609375,12625067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,9,9,conv_9,0,qualified_ref,1,0,none,13634375,13650067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,10,10,conv_10,0,qualified_ref,1,0,none,18759375,18775067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,11,11,conv_11,0,qualified_ref,1,0,none,19784375,19800067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,12,12,conv_12,0,qualified_ref,1,0,none,20809375,20825067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,13,13,conv_13,0,qualified_ref,1,0,none,21834375,21850067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,14,14,conv_14,0,qualified_ref,1,0,none,22859375,22875067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,15,15,conv_15,1,qualified_ref,1,0,none,27984375,28000067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,16,16,conv_16,1,qualified_ref,1,0,none,29009375,29025067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,17,17,conv_17,1,qualified_ref,1,0,none,30034375,30050067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,18,18,conv_18,1,qualified_ref,1,0,none,31059375,31075067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,19,19,conv_19,1,qualified_ref,1,0,none,32084375,32100067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,20,20,conv_20,1,qualified_ref,1,0,none,37209375,37225067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,21,21,conv_21,1,qualified_ref,1,0,none,38234375,38250067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,22,22,conv_22,1,qualified_ref,1,0,none,39259375,39275067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,23,23,conv_23,1,qualified_ref,1,0,none,40284375,40300067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,24,24,conv_24,1,qualified_ref,1,0,none,41309375,41325067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,25,25,conv_25,1,qualified_ref,1,0,none,46434375,46450067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,26,26,conv_26,1,qualified_ref,1,0,none,47459375,47475067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,27,27,conv_27,1,qualified_ref,1,0,none,48484375,48500067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,28,28,conv_28,1,qualified_ref,1,0,none,49509375,49525067,15692,3125,9442,67,15,0,always_ready,0,1
1,coverage_exhaustive,20017,29,29,conv_29,1,qualified_ref,1,0,none,50534375,50550067,15692,3125,9442,67,15,0,always_ready,0,1
